배트맨 대 슈퍼맨: 저스티스의 시작	1.0	,,,,,,,,,,스타워즈 깨어난 포스를 이을 기대한만큼보다 저조한 뒤통수작...	고결한야만in	2016.03.24	 3
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	장난아니고 진짜잼있내요	그린	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	0.0	예상대로 개유치 뽕짝~ 그러나 수퍼맨이니까 봐야지~ [1] 댓글달기	난201이다	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	간만에 흥미진진하게 봤음!!	피보나치	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	드디어 개봉. 오래 기다렸다!	SoulM	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	영화 정말 죽인다 기다린 보람이 있다! 마블과는 또 다른 DC의 장엄하고 근사한 분위기도 매력!	azalea	2016.03.24	
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	히어로물 안좋아하는데 정말 재밌다 진짜 후덜덜	기하자동차	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	완전짱짱임 슈퍼맨대배트맨 ㅎㅎ 신기하다 못만날줄알았는뎁	뀨웁	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	배트맨도 멋있고 스토리도 굿! 또보고싶다~~~	jay	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	마블의 캐릭처럼 가볍지않아서 좋다 스토리.캐릭 좋다	krown mc	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	히어로물 안좋아함에도 불구하고 모르고 볼수 있어서 젤 좋았음!!!!!!!	zzz	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	기대 이상이었는데 왜 이리들 까는거지 원더우먼 핵폭탄급 등장씬 오지구요 ㄷㄷ	jj	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	9.0	안보고 욕하지마라 제발-	Looksembruck	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	영화를 보고 까는건가? 마블과 다른 DC의 성공적인 전초전이다 또 보러가야지 ㅎㅎ	Prime_B	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	핵꿀잼! 기다린 보람 있어요 주말에 또 보러 가야지 ㅎㅎ	yohoo7942	2016.03.24	 0
배트맨 대 슈퍼맨: 저스티스의 시작	10.0	어제 판교에서 시사로 봤는데 마블 히어로물 안좋아해서 기대하나도 안했는데 겁나 잼남- 원더우먼이 특히 최고	concon	2016.03.24	 0
